event,rank,gal_index_in_event,catalog_id,ra_deg,dec_deg,catalog_z,catalog_z_err,weight_proxy,cumulative_weight_proxy,cumulative_weight_frac
GW191230_180458,1,131159,12834640,73.15619659423828,-66.56009674072266,0.24807099997997284,nan,0.0028617027677875326,0.0028617027677875326,0.0002420646762710762
GW191230_180458,2,365540,13604669,56.12057876586914,-31.840322494506836,0.28243300318717957,nan,0.0028414490919070946,0.005703151859694627,0.00048241614194932485
GW191230_180458,3,358304,13597433,56.881839752197266,-34.626136779785156,0.2693927586078644,nan,0.0016461447756244338,0.007349296635319061,0.0006216596394544566
GW191230_180458,4,166143,12898692,67.9471664428711,-61.41495895385742,0.29236000776290894,nan,0.0015905270532838008,0.008939823688602862,0.0007561985652252819
GW191230_180458,5,133648,12837129,76.17230987548828,-65.94499206542969,0.24074700474739075,nan,0.0015286006737908597,0.010468424362393721,0.0008854992848576729
GW191230_180458,6,415336,14288562,51.952999114990234,-29.343000411987305,0.26298585534095764,nan,0.0014529230997196647,0.011921347462113386,0.0010083986172898529
GW191230_180458,7,133419,12836900,74.94996643066406,-65.98814392089844,0.23988300561904907,nan,0.0014180364101764585,0.013339383872289844,0.0011283469670743923
GW191230_180458,8,816,5925358,289.89398193359375,37.33274459838867,0.28882598876953125,nan,0.001380965112818609,0.014720348985108453,0.0012451595433974499
GW191230_180458,9,67133,12319536,273.3320007324219,19.313291549682617,0.2378939986228943,nan,0.0012373977002818313,0.015957746685390285,0.001349828091476212
GW191230_180458,10,318753,13528987,58.20061492919922,-41.514225006103516,0.2983900010585785,nan,0.0012207103371929492,0.017178457022583235,0.0014530850949356665
GW191230_180458,11,430691,14306535,50.83890151977539,-25.96232032775879,0.2792719900608063,nan,0.0011764033934697298,0.018354860416052964,0.0015525942787020177
GW191230_180458,12,195967,13227470,76.3998031616211,-60.37681198120117,0.2355249971151352,nan,0.001159401251240382,0.019514261667293347,0.0016506652914252443
GW191230_180458,13,438458,14350401,49.804298400878906,-25.290599822998047,0.23489226400852203,nan,0.00115511476394967,0.020669376431243017,0.0017483737203155005
GW191230_180458,14,221017,13279232,67.06739807128906,-57.10110092163086,0.2567194700241089,nan,0.0011424835809667625,0.02181186001220978,0.00184501370727877
GW191230_180458,15,487029,14434830,49.630428314208984,-22.05506134033203,0.24382300674915314,nan,0.0011038879702116896,0.02291574798242147,0.0019383889827115216
GW191230_180458,16,341775,13580904,55.48379135131836,-37.05764389038086,0.2737441658973694,nan,0.0010906601202914628,0.024006408102712935,0.0020306453455707016
GW191230_180458,17,409172,14282398,52.897499084472656,-32.143280029296875,0.23584650456905365,nan,0.0010735929452098817,0.025080001047922816,0.0021214580364114282
GW191230_180458,18,130644,12834125,74.03218078613281,-67.9790267944336,0.277321994304657,nan,0.00102053070964541,0.026100531757568227,0.0022077823181068323
GW191230_180458,19,426327,14302171,52.35282897949219,-27.53607749938965,0.24018999934196472,nan,0.0010151156856171646,0.02711564744318539,0.0022936485557128387
GW191230_180458,20,380861,13678408,62.923500061035156,-31.53577995300293,0.24067020416259766,nan,0.0009793245132573285,0.02809497195644272,0.0023764873026066126
GW191230_180458,21,197507,13229010,74.002685546875,-58.7677116394043,0.24074900150299072,nan,0.0009766093340265402,0.02907158129046926,0.0024590963789039443
GW191230_180458,22,430605,14306449,51.53889846801758,-25.99090003967285,0.25058892369270325,nan,0.0009697798666931107,0.03004136115716237,0.0025411277666943567
GW191230_180458,23,304765,13514999,61.21242904663086,-44.44307327270508,0.240338996052742,nan,0.0009697302004700146,0.031011091357632383,0.0026231549533362953
GW191230_180458,24,336736,13575865,57.87300109863281,-38.62786865234375,0.23872895538806915,nan,0.0009653432487347922,0.03197643460636718,0.0027048110580952522
GW191230_180458,25,430603,14306447,51.562400817871094,-25.99941062927246,0.25879383087158203,nan,0.0009606584815663084,0.03293709308793349,0.0027860708894673265
GW191230_180458,26,425570,14301414,51.7952995300293,-28.380199432373047,0.23969748616218567,nan,0.0009477358636855833,0.033884828951619074,0.002866237627122931
GW191230_180458,27,219869,13278084,68.86477661132812,-58.02090072631836,0.2474299967288971,nan,0.0009292492273455545,0.034814078178964626,0.0029448406238857484
GW191230_180458,28,416986,14290212,52.96609878540039,-29.00469970703125,0.2976554036140442,nan,0.0009287593814786874,0.035742837560443316,0.003023402185743963
GW191230_180458,29,342709,13581838,58.64875411987305,-37.752132415771484,0.24839100241661072,nan,0.0009094862854634976,0.03665232384590682,0.0031003334819435027
GW191230_180458,30,431638,14307482,50.26129913330078,-25.19529914855957,0.24262529611587524,nan,0.0009066357548899076,0.03755895960079673,0.003177023658496284
GW191230_180458,31,415489,14288715,52.26449966430664,-28.967300415039062,0.23969748616218567,nan,0.0008966131976210341,0.03845557279841776,0.0032528660506082746
GW191230_180458,32,440051,14351994,46.225608825683594,-25.66288948059082,0.23680000007152557,nan,0.000891740663194665,0.03934731346161243,0.003328296286544643
GW191230_180458,33,425583,14301427,51.976898193359375,-28.191600799560547,0.2377648502588272,nan,0.0008885426217245986,0.04023585608333703,0.0034034560077085244
GW191230_180458,34,431346,14307190,50.04054641723633,-25.424236297607422,0.24164564907550812,nan,0.0008752604600628407,0.04111111654339987,0.003477492222196931
GW191230_180458,35,417126,14290352,53.30670166015625,-28.7185001373291,0.2339422106742859,nan,0.0008710171970367234,0.04198213374043659,0.0035511695090907906
GW191230_180458,36,222480,13280695,69.122802734375,-55.91651916503906,0.24360768496990204,nan,0.0008671416746312261,0.04284927541506782,0.003624518974700404
GW191230_180458,37,483044,14430845,51.01679992675781,-23.90329933166504,0.2929585576057434,nan,0.0008634551902666546,0.043712730605334475,0.0036975566093070448
GW191230_180458,38,430932,14306776,49.78714370727539,-26.330829620361328,0.24079999327659607,nan,0.0008631828252378389,0.044575913430572316,0.0037705712051993683
GW191230_180458,39,458536,14376179,54.90785217285156,-27.856346130371094,0.240323007106781,nan,0.0008630106231532187,0.045438924053725537,0.0038435712349241865
GW191230_180458,40,440687,14352630,47.7953987121582,-24.63050079345703,0.24857690930366516,nan,0.000852369729687528,0.04629129378341307,0.003915671176610162
GW191230_180458,41,343396,13582525,59.685001373291016,-36.81407928466797,0.2567194700241089,nan,0.000852057418542648,0.047143351201955716,0.003987744700634237
GW191230_180458,42,437040,14348983,48.097496032714844,-25.922103881835938,0.26724234223365784,nan,0.0008379237144612553,0.047981274916416974,0.004058622688021354
GW191230_180458,43,431634,14307478,50.35029983520508,-25.44610023498535,0.24164564907550812,nan,0.0008268960448726149,0.04880817096128959,0.0041285678708911575
GW191230_180458,44,437056,14348999,48.28089904785156,-26.161100387573242,0.23872895538806915,nan,0.0007996263777193158,0.049607797339008906,0.004196206377041847
GW191230_180458,45,343294,13582423,59.201698303222656,-37.097801208496094,0.2556885778903961,nan,0.000799068884836666,0.050406866223845576,0.004263797726186685
GW191230_180458,46,425954,14301798,52.075199127197266,-27.719100952148438,0.23969748616218567,nan,0.0007882918089409983,0.05119515803278658,0.004330477467942665
GW191230_180458,47,437043,14348986,48.13560104370117,-26.238229751586914,0.25058892369270325,nan,0.0007882494926885656,0.051983407525475145,0.004397153630266824
GW191230_180458,48,416589,14289815,53.83060073852539,-28.6018009185791,0.2929585576057434,nan,0.0007854673692508636,0.05276887489472601,0.004463594459342236
GW191230_180458,49,438283,14350226,49.07789993286133,-25.620800018310547,0.25879383087158203,nan,0.0007731699996648632,0.05354204489439087,0.004528995082977261
GW191230_180458,50,439783,14351726,49.51110076904297,-23.965200424194336,0.28038960695266724,nan,0.0007726207868595069,0.05431466568125038,0.004594349249998613
GW191230_180458,51,412866,14286092,54.09479904174805,-30.04010009765625,0.23584650456905365,nan,0.0007699335814357107,0.05508459926268609,0.004659476112661767
GW191230_180458,52,428964,14304808,48.79840087890625,-27.20619010925293,0.25466188788414,nan,0.0007661008015074515,0.05585070006419354,0.004724278769525843
GW191230_180458,53,197357,13228860,73.0616683959961,-58.55754852294922,0.2605400085449219,nan,0.0007575349670196188,0.056608235031213164,0.004788356862687628
GW191230_180458,54,457036,14374679,58.39518356323242,-27.151567459106445,0.2814910113811493,nan,0.0007573332854924651,0.057365568316705626,0.004852417896085507
GW191230_180458,55,427404,14303248,51.56650161743164,-26.74920082092285,0.24657708406448364,nan,0.0007471117052696814,0.05811268002197531,0.004915614310161124
GW191230_180458,56,438066,14350009,47.51169967651367,-25.415000915527344,0.2475747913122177,nan,0.0007444969941160273,0.05885717701609134,0.004978589551997583
GW191230_180458,57,438466,14350409,49.32270050048828,-25.232500076293945,0.2826366126537323,nan,0.0007405354533853786,0.05959771246947672,0.005041229696462893
GW191230_180458,58,438936,14350879,50.0973014831543,-24.65169906616211,0.24558357894420624,nan,0.0007402592878417923,0.06033797175731851,0.005103846480737319
GW191230_180458,59,438928,14350871,50.0973014831543,-24.65169906616211,0.24558357894420624,nan,0.0007402592878417923,0.0610782310451603,0.005166463265011746
GW191230_180458,60,431340,14307184,49.79290008544922,-25.629499435424805,0.25058892369270325,nan,0.0007350316952387192,0.06181326274039902,0.005228637859578217
GW191230_180458,61,142504,12845985,75.21768951416016,-65.03289794921875,0.23763999342918396,nan,0.0007347706537602043,0.06254803339415922,0.00529079037326274
GW191230_180458,62,326293,13536527,60.984188079833984,-38.0809326171875,0.27236300706863403,nan,0.0007337607298845769,0.0632817941240438,0.005352857459872598
GW191230_180458,63,300210,13510444,63.453399658203125,-45.845298767089844,0.2929585576057434,nan,0.0007335380441150365,0.06401533216815884,0.005414905710019313
GW191230_180458,64,430242,14306086,50.49359893798828,-26.683000564575195,0.24360768496990204,nan,0.0007264273854600371,0.06474175955361888,0.005476352486349538
GW191230_180458,65,302627,13512861,63.43920135498047,-45.18050003051758,0.2598356604576111,nan,0.0007252826944006312,0.06546704224801951,0.005537702435967414
GW191230_180458,66,336381,13575510,58.22772216796875,-38.98601150512695,0.25095701217651367,nan,0.0007220573796132679,0.06618909962763278,0.005598779563827328
GW191230_180458,67,126525,12830006,79.68046569824219,-65.99944305419922,0.2509379982948303,nan,0.0007121775488914352,0.06690127717652422,0.00565902098014787
GW191230_180458,68,222135,13280350,69.60299682617188,-56.29560089111328,0.2883286774158478,nan,0.0007102896836297335,0.06761156686015396,0.005719102706406061
GW191230_180458,69,165221,12897770,69.75537872314453,-62.235572814941406,0.27696698904037476,nan,0.0007085872299190998,0.06832015409007305,0.0057790404261269645
GW191230_180458,70,417130,14290356,53.01150131225586,-28.711000442504883,0.2598356604576111,nan,0.0007074414578730525,0.0690275955479461,0.005838881227697414
GW191230_180458,71,299979,13510213,63.481910705566406,-46.19660949707031,0.2377648502588272,nan,0.0007072877513472469,0.06973488329929335,0.00589870902759598
GW191230_180458,72,431083,14306927,50.008201599121094,-25.96150016784668,0.24067020416259766,nan,0.0007055587294330209,0.07044044202872637,0.005958390573615689
GW191230_180458,73,203867,13235370,74.34502410888672,-57.666786193847656,0.27518099546432495,nan,0.0007038427591562204,0.0711442847878826,0.006017926969763711
GW191230_180458,74,438462,14350405,49.63019943237305,-25.212900161743164,0.2377648502588272,nan,0.0007024522699947366,0.07184673705787734,0.006077345747718636
GW191230_180458,75,417447,14290673,52.491600036621094,-28.268299102783203,0.252617746591568,nan,0.0007011561697926775,0.07254789322767001,0.006136654891619541
GW191230_180458,76,438282,14350225,49.32350158691406,-25.49679946899414,0.24262529611587524,nan,0.0006985428919249237,0.07324643611959493,0.0061957429845195585
GW191230_180458,77,436749,14348692,48.54779815673828,-26.510099411010742,0.23680347204208374,nan,0.0006964949197098176,0.07394293103930474,0.006254657844288295
GW191230_180458,78,410777,14284003,53.623199462890625,-30.648700714111328,0.26298585534095764,nan,0.0006961543356962489,0.074639085375001,0.006313543894859963
GW191230_180458,79,431092,14306936,50.2466926574707,-25.788415908813477,0.23584650456905365,nan,0.0006926819405860599,0.07533176731558705,0.006372136223732894
GW191230_180458,80,417141,14290367,53.282798767089844,-28.723600387573242,0.2475747913122177,nan,0.0006755012847878446,0.07600726860037489,0.006429275281521653
GW191230_180458,81,348740,13587869,59.08837890625,-34.372432708740234,0.23765599727630615,nan,0.000674543778854029,0.07668181237922891,0.0064863333461456065
GW191230_180458,82,138347,12841828,73.26065063476562,-65.1701431274414,0.24493399262428284,nan,0.0006741456429367683,0.07735595802216569,0.006543357733392928
GW191230_180458,83,438044,14349987,47.511600494384766,-25.22439956665039,0.2475747913122177,nan,0.0006727639718076358,0.07802872199397333,0.006600265248343674
GW191230_180458,84,423895,14299739,51.78879928588867,-28.712600708007812,0.252617746591568,nan,0.000672202235694325,0.07870092422966765,0.006657125247363712
GW191230_180458,85,425439,14301283,50.84619903564453,-27.583599090576172,0.23969748616218567,nan,0.0006699249068126093,0.07937084913648026,0.006713792612513902
GW191230_180458,86,416153,14289379,53.557701110839844,-28.930299758911133,0.2929585576057434,nan,0.0006666355000480633,0.08003748463652832,0.006770181734517198
GW191230_180458,87,303925,13514159,62.85599899291992,-45.13880157470703,0.2770487368106842,nan,0.0006660996178628388,0.08070358425439116,0.0068265255275124824
GW191230_180458,88,438290,14350233,49.434600830078125,-25.612199783325195,0.23969748616218567,nan,0.0006647008109851623,0.08136828506537631,0.006882750998738707
GW191230_180458,89,229644,13287859,68.80261993408203,-54.20169448852539,0.23427200317382812,nan,0.0006630305066988611,0.08203131557207517,0.006938835182871496
GW191230_180458,90,413682,14286908,52.010398864746094,-30.91309928894043,0.252617746591568,nan,0.0006553955081811562,0.08268671108025633,0.006994273540517577
GW191230_180458,91,438464,14350407,49.75,-25.124099731445312,0.24067020416259766,nan,0.000652539972635756,0.08333925105289208,0.00704947035515816
GW191230_180458,92,484048,14431849,49.84745788574219,-22.884971618652344,0.23782700300216675,nan,0.000649635354053996,0.08398888640694607,0.007104421474975158
GW191230_180458,93,414886,14288112,51.05609893798828,-30.145000457763672,0.2917945086956024,nan,0.0006434820817723234,0.0846323684887184,0.0071588521040271335
GW191230_180458,94,438662,14350605,49.4552001953125,-24.936899185180664,0.24657708406448364,nan,0.0006370525068590086,0.08526942099557741,0.00721273887052725
GW191230_180458,95,324337,13534571,62.5802001953125,-38.48059844970703,0.2445942610502243,nan,0.0006327657471881854,0.08590218674276559,0.007266263030154405
GW191230_180458,96,427405,14303249,51.70109939575195,-26.612699508666992,0.23680347204208374,nan,0.0006307311742413709,0.08653291791700696,0.007319615090062728
GW191230_180458,97,411705,14284931,54.59149932861328,-30.42544937133789,0.24067020416259766,nan,0.0006296354762366316,0.0871625533932436,0.007372874467465449
GW191230_180458,98,425811,14301655,51.41790008544922,-27.986400604248047,0.252617746591568,nan,0.0006287080078428662,0.08779126140108647,0.007426055392507912
GW191230_180458,99,318978,13529212,57.56526184082031,-41.76471710205078,0.2437860071659088,nan,0.00062594775014959,0.08841720915123605,0.007479002833873288
GW191230_180458,100,166187,12898736,67.96440124511719,-61.42681121826172,0.23969748616218567,nan,0.0006230488562281158,0.08904025800746417,0.00753170506465057
GW191230_180458,101,336382,13575511,58.21986770629883,-38.95017623901367,0.247857004404068,nan,0.0006176689578300535,0.08965792696529422,0.007583952222532526
GW191230_180458,102,416157,14289383,53.1693000793457,-29.043399810791016,0.24164564907550812,nan,0.0006161068337263707,0.09027403379902059,0.007636067244027114
GW191230_180458,103,421688,14297532,48.602264404296875,-28.602558135986328,0.25110000371932983,nan,0.0006109241115803949,0.09088495791060099,0.007687743871299707
GW191230_180458,104,321370,13531604,59.56474685668945,-39.61016082763672,0.25352001190185547,nan,0.0006100899363220098,0.091495047846923,0.007739349937657957
GW191230_180458,105,424911,14300755,50.10419845581055,-28.15060043334961,0.23489226400852203,nan,0.0006040634673580521,0.09209911131428106,0.007790446239244253
GW191230_180458,106,416615,14289841,53.73659896850586,-28.872299194335938,0.24657708406448364,nan,0.0006037543486381396,0.0927028656629192,0.007841516393208335
GW191230_180458,107,415120,14288346,52.32160186767578,-29.654800415039062,0.26617178320884705,nan,0.0005982958347953099,0.09330116149771452,0.00789212482438235
GW191230_180458,108,366090,13605219,56.57926559448242,-31.23902702331543,0.2563750147819519,nan,0.00059625169678863,0.09389741319450315,0.007942560346751714
