event,rank,gal_index_in_event,catalog_id,ra_deg,dec_deg,catalog_z,catalog_z_err,weight_proxy,cumulative_weight_proxy,cumulative_weight_frac
GW200220_061928,14327,1056558,11455023,170.20428466796875,19.16022300720215,0.2880899906158447,nan,5.8408272595543645e-05,1.310093333454464,0.42190516852320115
GW200220_061928,14328,967915,11362438,186.49264526367188,20.333683013916016,0.2864440083503723,nan,5.8406952820863445e-05,1.3101517404072849,0.42192397801916875
GW200220_061928,14329,1092160,11503432,171.14984130859375,21.74093246459961,0.2960759997367859,nan,5.840637965308123e-05,1.310210146786938,0.4219427873305523
GW200220_061928,14330,1542428,15688999,146.292236328125,-21.555875778198242,0.2925800085067749,nan,5.840415662187748e-05,1.3102685509435599,0.42196159592602617
GW200220_061928,14331,855937,11233523,171.5426025390625,11.988222122192383,0.29337701201438904,nan,5.8403737242703074e-05,1.3103269546808025,0.4219804043864423
GW200220_061928,14332,480062,10798691,171.78958129882812,0.4241951107978821,0.2892020046710968,nan,5.8401892340111456e-05,1.3103853565731427,0.42199921225272224
GW200220_061928,14333,39037,9612365,169.10304260253906,-29.695358276367188,0.2939870059490204,nan,5.839983468103134e-05,1.3104437564078237,0.4220180194563494
GW200220_061928,14334,1262231,15064607,158.9278564453125,-41.52447509765625,0.2871670126914978,nan,5.839939972474462e-05,1.3105021558075485,0.4220368265199023
GW200220_061928,14335,1127699,11542003,179.43043518066406,23.32001304626465,0.2968060076236725,nan,5.8397728320171754e-05,1.3105605535358686,0.4220556330451926
GW200220_061928,14336,950251,11344774,185.63287353515625,18.22524070739746,0.28855401277542114,nan,5.83901036694608e-05,1.3106189436395381,0.4220744371150247
GW200220_061928,14337,1558132,15705207,153.55752563476562,-20.381210327148438,0.2889670133590698,nan,5.8389744979472615e-05,1.3106773333845176,0.42209324106934343
GW200220_061928,14338,1611435,15758510,141.28146362304688,-15.283955574035645,0.29038798809051514,nan,5.838949208131956e-05,1.310735722876599,0.4221120449422184
GW200220_061928,14339,1564947,15712022,149.18492126464844,-19.810592651367188,0.2873469889163971,nan,5.838261014268108e-05,1.3107941054867416,0.4221308465988195
GW200220_061928,14340,1191982,11609080,173.55799865722656,28.816509246826172,0.2883286774158478,nan,5.838245680998536e-05,1.3108524879435515,0.42214964820604106
GW200220_061928,14341,1097003,11508275,168.11114501953125,23.870502471923828,0.29803600907325745,nan,5.838183979481836e-05,1.3109108697833463,0.42216844961455774
GW200220_061928,14342,1195886,11612984,177.86599731445312,30.177440643310547,0.29529857635498047,nan,5.8381807679737845e-05,1.310969251591026,0.42218725101273213
GW200220_061928,14343,1186055,11603153,173.47918701171875,25.880661010742188,0.2955310046672821,nan,5.837814636343617e-05,1.3110276297373895,0.42220605123180854
GW200220_061928,14344,1541411,15687982,144.4548797607422,-21.893373489379883,0.286204993724823,nan,5.837699977579694e-05,1.3110860067371652,0.42222485108163554
GW200220_061928,14345,1295448,15098972,163.7469940185547,-35.21856689453125,0.28880399465560913,nan,5.8376715693651504e-05,1.3111443834528589,0.4222436508399761
GW200220_061928,14346,1541662,15688233,144.36720275878906,-21.815092086791992,0.29538100957870483,nan,5.837654613407869e-05,1.311202759998993,0.4222624505437114
GW200220_061928,14347,532256,10856088,171.3181915283203,6.100625038146973,0.2960149943828583,nan,5.8370431655740555e-05,1.3112611304306487,0.4222812482783274
GW200220_061928,14348,795839,11173006,179.91201782226562,9.248804092407227,0.28790199756622314,nan,5.836869683003258e-05,1.3113194991274788,0.4223000454542566
GW200220_061928,14349,1144913,11559217,177.55947875976562,25.93552589416504,0.2893050014972687,nan,5.83655788025269e-05,1.3113778647062813,0.42231884162604966
GW200220_061928,14350,570232,10894064,141.7859344482422,-5.367092132568359,0.2854680120944977,nan,5.83626440687108e-05,1.31143622735035,0.42233763685273507
GW200220_061928,14351,425458,10743611,168.14710998535156,-8.604235649108887,0.2893050014972687,nan,5.836129957361428e-05,1.3114945886499236,0.42235643164643644
GW200220_061928,14352,1100180,11511452,172.63629150390625,24.310394287109375,0.28825700283050537,nan,5.836106783339227e-05,1.311552949717757,0.4223752263655077
GW200220_061928,14353,1708052,15902792,140.18820190429688,-8.786011695861816,0.28678399324417114,nan,5.8356692363580044e-05,1.3116113064101205,0.4223940196754936
GW200220_061928,14354,1592149,15739224,144.94679260253906,-18.879091262817383,0.29912900924682617,nan,5.835557447729355e-05,1.3116696619845978,0.42241281262547314
GW200220_061928,14355,1353551,15176898,161.87890625,-35.90922927856445,0.29194000363349915,nan,5.835520379490554e-05,1.3117280171883927,0.4224316054560774
GW200220_061928,14356,1538917,15685488,147.0186004638672,-22.086166381835938,0.29407399892807007,nan,5.83536504254203e-05,1.3117863708388182,0.42245039778643123
GW200220_061928,14357,589515,10913347,151.85635375976562,-0.33432289958000183,0.29815998673439026,nan,5.835073018468049e-05,1.311844721569003,0.4224691891763448
GW200220_061928,14358,1585210,15732285,139.70724487304688,-22.1767520904541,0.28899699449539185,nan,5.834836006263001e-05,1.3119030699290657,0.4224879798029793
GW200220_061928,14359,791295,11168462,180.9556427001953,7.306268215179443,0.28697100281715393,nan,5.8345571959431075e-05,1.311961415501025,0.4225067695317272
GW200220_061928,14360,1296854,15100378,166.98370361328125,-34.42109298706055,0.2883619964122772,nan,5.83449761208503e-05,1.312019760477146,0.42252555906859013
GW200220_061928,14361,561567,10885399,147.58399963378906,-5.22141695022583,0.2886370122432709,nan,5.83442594891313e-05,1.312078104736635,0.4225443483746674
GW200220_061928,14362,368346,10682817,150.53684997558594,-11.81614875793457,0.29543399810791016,nan,5.834290291622969e-05,1.3121364476395512,0.4225631372438712
GW200220_061928,14363,1506147,15651754,136.66549682617188,-21.28292465209961,0.29887399077415466,nan,5.834257595097167e-05,1.3121947902155022,0.4225819260077784
GW200220_061928,14364,795425,11172592,179.9625244140625,8.627087593078613,0.2997100055217743,nan,5.834101236504914e-05,1.3122531312278674,0.42260071426814516
GW200220_061928,14365,1377083,15202935,161.88751220703125,-33.615379333496094,0.2856599986553192,nan,5.8340526925329176e-05,1.3123114717547928,0.42261950237217993
GW200220_061928,14366,1714051,15908791,140.61903381347656,-7.116290092468262,0.29316699504852295,nan,5.8340400914892214e-05,1.3123698121557077,0.42263829043563406
