event,radius_arcsec,k,k_used,n_matched,frac_gal_matched,weight_matched,weight_topk,weight_total,frac_weight_matched_topk,frac_weight_matched_total,control
GW200308_173609,10.0,20000,20000,71,0.00355,0.0009922588979417277,0.29777197748631556,0.29777197748631556,0.00333227762504055,0.00333227762504055,shift_dec
GW200220_061928,10.0,20000,20000,96,0.0048,0.006943187158075066,1.6113936945266558,3.1051843665252945,0.004308808692536565,0.0022359983622629474,shift_dec
GW200208_130117,10.0,20000,11255,2,0.00017769880053309641,0.01369997209825423,107.00923063356746,107.00923063356746,0.0001280260779106725,0.0001280260779106725,shift_dec
GW200219_094415,10.0,20000,20000,51,0.00255,0.0440192841445383,16.73584011084747,28.962053894505136,0.0026302404810862674,0.001519895111889489,shift_dec
GW191230_180458,10.0,20000,20000,8,0.0004,0.0018224115588792126,4.047754875819917,11.822058517050435,0.00045022774718048186,0.00015415348826524827,shift_dec
GW200308_173609,30.0,200,200,3,0.015,0.0002574640033359098,0.017171999996227677,0.29777197748631556,0.014993245014702374,0.0008646347635171339,shift_dec
GW200220_061928,30.0,200,200,7,0.035,0.005846169860997093,0.08551970071403917,3.1051843665252945,0.06836050421347381,0.001882712641484462,shift_dec
GW200208_130117,30.0,200,200,1,0.005,0.14102203303717975,22.894906536989634,107.00923063356746,0.006159537397950969,0.0013178492378856793,shift_dec
GW200219_094415,30.0,200,200,5,0.025,0.020915520608203262,0.867284692199999,28.962053894505136,0.024116095667672716,0.0007221697979151778,shift_dec
GW191230_180458,30.0,200,200,3,0.015,0.0018227578737296836,0.14215075165747582,11.822058517050435,0.012822710062918076,0.0001541827822202707,shift_dec
GW200308_173609,30.0,1000,1000,19,0.019,0.0010053812769568826,0.056446490024904435,0.29777197748631556,0.01781122752740346,0.0033763461741563175,shift_dec
GW200220_061928,30.0,1000,1000,28,0.028,0.009193721233548625,0.21543247199848725,3.1051843665252945,0.0426756521348053,0.0029607650137168542,shift_dec
GW200208_130117,30.0,1000,1000,5,0.005,0.403561964017587,65.11777519579688,107.00923063356746,0.006197416339918742,0.003771281800908441,shift_dec
GW200219_094415,30.0,1000,1000,32,0.032,0.07886331519342002,2.5809111163214116,28.962053894505136,0.030556385570466443,0.0027229876541450143,shift_dec
GW191230_180458,30.0,1000,1000,8,0.008,0.0035332974010490264,0.42152861407953995,11.822058517050435,0.008382105705360998,0.0002988732796367999,shift_dec
GW200308_173609,30.0,5000,5000,136,0.0272,0.0040282246888063335,0.1632609487257954,0.29777197748631556,0.024673534732252048,0.013527883727713953,shift_dec
GW200220_061928,30.0,5000,5000,118,0.0236,0.018596821331513573,0.644469895457261,3.1051843665252945,0.028855996940429392,0.005988958830268568,shift_dec
GW200208_130117,30.0,5000,5000,13,0.0026,0.5290914027733205,106.84455029185061,107.00923063356746,0.004951973697564208,0.004944352927693615,shift_dec
GW200219_094415,30.0,5000,5000,139,0.0278,0.21341945362955844,7.655148935334509,28.962053894505136,0.0278792033221536,0.00736893365390946,shift_dec
GW191230_180458,30.0,5000,5000,33,0.0066,0.009773612037097949,1.4227231336255173,11.822058517050435,0.006869651449465019,0.0008267267517752427,shift_dec
GW200308_173609,30.0,20000,20000,574,0.0287,0.009085481494579713,0.29777197748631556,0.29777197748631556,0.03051153963941166,0.03051153963941166,shift_dec
GW200220_061928,30.0,20000,20000,664,0.0332,0.05290687261047218,1.6113936945266558,3.1051843665252945,0.03283298972198938,0.017038238753493095,shift_dec
GW200208_130117,30.0,20000,11255,23,0.0020435362061306086,0.5293010062998225,107.00923063356746,107.00923063356746,0.00494631167018023,0.00494631167018023,shift_dec
GW200219_094415,30.0,20000,20000,526,0.0263,0.44101190604219226,16.73584011084747,28.962053894505136,0.026351345562649515,0.015227231730476954,shift_dec
GW191230_180458,30.0,20000,20000,146,0.0073,0.029575710768632395,4.047754875819917,11.822058517050435,0.007306695112717642,0.0025017395004412004,shift_dec
GW200308_173609,60.0,200,200,8,0.04,0.0006857040158854219,0.017171999996227677,0.29777197748631556,0.03993151735593154,0.0023027822217318423,shift_dec
GW200220_061928,60.0,200,200,20,0.1,0.010132109054750461,0.08551970071403917,3.1051843665252945,0.11847690029494157,0.0032629653697787693,shift_dec
GW200208_130117,60.0,200,200,1,0.005,0.14102203303717975,22.894906536989634,107.00923063356746,0.006159537397950969,0.0013178492378856793,shift_dec
GW200219_094415,60.0,200,200,26,0.13,0.11526058837034908,0.867284692199999,28.962053894505136,0.13289821601482799,0.003979710444231203,shift_dec
GW191230_180458,60.0,200,200,12,0.06,0.009499506377622913,0.14215075165747582,11.822058517050435,0.06682698661005165,0.0008035408016228471,shift_dec
GW200308_173609,60.0,1000,1000,65,0.065,0.0034265446306641196,0.056446490024904435,0.29777197748631556,0.06070429940200557,0.011507277009709854,shift_dec
GW200220_061928,60.0,1000,1000,110,0.11,0.024957566574578465,0.21543247199848725,3.1051843665252945,0.11584867565718558,0.00803738639277835,shift_dec
GW200208_130117,60.0,1000,1000,8,0.008,0.5536615570591887,65.11777519579688,107.00923063356746,0.008502464271766545,0.005173960730127071,shift_dec
GW200219_094415,60.0,1000,1000,106,0.106,0.2912362552505759,2.5809111163214116,28.962053894505136,0.11284241964352368,0.01005578735235456,shift_dec
GW191230_180458,60.0,1000,1000,27,0.027,0.014683423306563087,0.42152861407953995,11.822058517050435,0.0348337522439044,0.0012420360874872876,shift_dec
GW200308_173609,60.0,5000,5000,449,0.0898,0.013562709190790457,0.1632609487257954,0.29777197748631556,0.0830738109550599,0.04554729865879924,shift_dec
GW200220_061928,60.0,5000,5000,449,0.0898,0.060725546062176367,0.644469895457261,3.1051843665252945,0.09422557436773783,0.019556180533695115,shift_dec
GW200208_130117,60.0,5000,5000,34,0.0068,0.8335215335147388,106.84455029185061,107.00923063356746,0.007801254544456763,0.007789248914133147,shift_dec
GW200219_094415,60.0,5000,5000,456,0.0912,0.7368195515204422,7.655148935334509,28.962053894505136,0.0962514978800011,0.02544085976099355,shift_dec
GW191230_180458,60.0,5000,5000,140,0.028,0.04268971541848881,1.4227231336255173,11.822058517050435,0.030005638067965374,0.003611022171554921,shift_dec
GW200308_173609,60.0,20000,20000,1883,0.09415,0.03006852192259068,0.29777197748631556,0.29777197748631556,0.10097834650667392,0.10097834650667392,shift_dec
GW200220_061928,60.0,20000,20000,2239,0.11195,0.1732044916080969,1.6113936945266558,3.1051843665252945,0.10748738324868239,0.055779132947881276,shift_dec
GW200208_130117,60.0,20000,11255,62,0.005508662816525988,0.8346990267115848,107.00923063356746,107.00923063356746,0.007800252574190082,0.007800252574190082,shift_dec
GW200219_094415,60.0,20000,20000,1899,0.09495,1.5938423260020744,16.73584011084747,28.962053894505136,0.09523527444367808,0.055032088946718946,shift_dec
GW191230_180458,60.0,20000,20000,575,0.02875,0.11863602783320054,4.047754875819917,11.822058517050435,0.02930909392312683,0.01003514131334209,shift_dec
